"accno","tran_dtm","amt","tr_code"
100072,2007-12-11 00:00:00,354242,D2
100073,2007-12-12 00:00:00,119954,D3
100074,2007-12-13 00:00:00,600842,D2
100075,2007-12-14 00:00:00,207288,L3
100076,2007-12-15 00:00:00,377619,D1
100077,2007-12-16 00:00:00,605478,L2
100078,2007-12-17 00:00:00,684570,D2
100079,2007-12-18 00:00:00,225607,D1
100080,2007-12-19 00:00:00,198608,L1
100081,2007-12-20 00:00:00,724503,L2
100082,2007-12-21 00:00:00,147982,D1
100083,2007-12-22 00:00:00,343022,D2
100084,2007-12-23 00:00:00,29357,D1
100085,2007-12-24 00:00:00,255556,L3
100086,2007-12-25 00:00:00,795244,D3
100087,2007-12-26 00:00:00,754414,L2
100088,2007-12-27 00:00:00,813701,D2
100089,2007-12-28 00:00:00,443541,D2
100090,2007-12-29 00:00:00,752657,D3
100091,2007-12-30 00:00:00,122437,D1
100092,2007-12-31 00:00:00,871580,D2
100093,2008-01-01 00:00:00,219162,D2
100094,2008-01-02 00:00:00,228816,L3
100095,2008-01-03 00:00:00,84513,D2
100096,2008-01-04 00:00:00,213682,L3
100097,2008-01-05 00:00:00,966412,D3
100098,2008-01-06 00:00:00,678640,D2
100099,2008-01-07 00:00:00,439282,D2
100100,2008-01-08 00:00:00,603420,D2
100101,2008-01-09 00:00:00,592571,D1
100102,2008-01-10 00:00:00,215129,L1
100103,2008-01-11 00:00:00,903455,L1
100104,2008-01-12 00:00:00,697240,D2
100105,2008-01-13 00:00:00,766550,D3
100106,2008-01-14 00:00:00,759989,D2
100107,2008-01-15 00:00:00,726421,L1
100108,2008-01-16 00:00:00,552610,D1
100109,2008-01-17 00:00:00,809122,D2
100110,2008-01-18 00:00:00,325040,L3
100111,2008-01-19 00:00:00,534214,D1
100112,2008-01-20 00:00:00,202559,D2
100113,2008-01-21 00:00:00,403293,D3
100114,2008-01-22 00:00:00,178506,L3
100115,2008-01-23 00:00:00,173025,D3
100116,2008-01-24 00:00:00,481981,D2
100117,2008-01-25 00:00:00,598521,D1
100118,2008-01-26 00:00:00,963807,D1
100119,2008-01-27 00:00:00,767273,D2
100120,2008-01-28 00:00:00,21486,D2
100121,2008-01-29 00:00:00,882184,D2
100122,2008-01-30 00:00:00,293010,L2
100123,2008-01-31 00:00:00,503003,L1
100124,2008-02-01 00:00:00,70807,L2
100125,2008-02-02 00:00:00,993592,D2
100126,2008-02-03 00:00:00,672306,D2
100127,2008-02-04 00:00:00,935073,L2
100128,2008-02-05 00:00:00,406709,D2
100129,2008-02-06 00:00:00,866763,D2
100130,2008-02-07 00:00:00,108457,D3
100131,2008-02-08 00:00:00,580108,L3
100132,2008-02-09 00:00:00,6814,D1
100133,2008-02-10 00:00:00,651093,D2
100134,2008-02-11 00:00:00,589771,L2
100135,2008-02-12 00:00:00,525358,D2
100136,2008-02-13 00:00:00,954414,D2
100137,2008-02-14 00:00:00,358666,D1
100138,2008-02-15 00:00:00,205342,D2
100139,2008-02-16 00:00:00,824242,D3
100140,2008-02-17 00:00:00,386436,D2
100141,2008-02-18 00:00:00,26092,D2
100142,2008-02-19 00:00:00,47352,D2
100143,2008-02-20 00:00:00,638957,L1
100144,2008-02-21 00:00:00,820439,L1
100145,2008-02-22 00:00:00,875818,D2
100146,2008-02-23 00:00:00,230097,D2
100147,2008-02-24 00:00:00,796782,D2
100148,2008-02-25 00:00:00,860245,D1
100149,2008-02-26 00:00:00,338805,L1
100150,2008-02-27 00:00:00,636485,L3
100151,2008-02-28 00:00:00,817259,D2
100152,2008-02-29 00:00:00,194756,D2
100153,2008-03-01 00:00:00,300715,D2
100154,2008-03-02 00:00:00,675970,L1
100155,2008-03-03 00:00:00,50109,L2
100156,2008-03-04 00:00:00,374345,D2
100157,2008-03-05 00:00:00,346782,D2
100158,2008-03-06 00:00:00,576719,L3
100159,2008-03-07 00:00:00,33740,D1
100160,2008-03-08 00:00:00,112010,D3
100161,2008-03-09 00:00:00,142239,D2
100162,2008-03-10 00:00:00,256015,D2
100163,2008-03-11 00:00:00,517108,D2
100164,2008-03-12 00:00:00,506611,L2
100165,2008-03-13 00:00:00,737887,D3
100166,2008-03-14 00:00:00,26609,D2
100167,2008-03-15 00:00:00,33510,D2
100168,2008-03-16 00:00:00,47581,D2
100169,2008-03-17 00:00:00,473488,D2
100170,2008-03-18 00:00:00,12845,L2
100171,2008-03-19 00:00:00,999879,D2
100172,2008-03-20 00:00:00,408689,D2
100173,2008-03-21 00:00:00,4124,L1
100174,2008-03-22 00:00:00,612391,L1
100175,2008-03-23 00:00:00,158167,D1
100176,2008-03-24 00:00:00,521095,L2
100177,2008-03-25 00:00:00,908887,L1
100178,2008-03-26 00:00:00,813175,D1
100179,2008-03-27 00:00:00,995810,L2
100180,2008-03-28 00:00:00,66447,D2
100181,2008-03-29 00:00:00,150228,L3
100182,2008-03-30 00:00:00,925051,L1
100183,2008-03-31 00:00:00,875069,D3
100184,2008-04-01 00:00:00,511402,D3
100185,2008-04-02 00:00:00,117856,L1
100186,2008-04-03 00:00:00,208231,L3
100187,2008-04-04 00:00:00,534905,D2
100188,2008-04-05 00:00:00,345912,D3
100189,2008-04-06 00:00:00,975533,D2
100190,2008-04-07 00:00:00,848450,D2
100097,2005-04-07 00:00:00,996127,L1
100098,2005-04-08 00:00:00,952680,D2
100099,2005-04-09 00:00:00,940142,L3
100100,2005-04-10 00:00:00,863679,D2
100101,2005-04-11 00:00:00,312878,L3
100102,2005-04-12 00:00:00,106362,L3
100103,2005-04-13 00:00:00,505460,L1
100104,2005-04-14 00:00:00,77905,D3
100105,2005-04-15 00:00:00,230192,D2
100106,2005-04-16 00:00:00,257265,D3
100107,2005-04-17 00:00:00,729886,D2
100108,2005-04-18 00:00:00,592473,D1
100109,2005-04-19 00:00:00,808072,D2
100110,2005-04-20 00:00:00,853825,L3
100111,2005-04-21 00:00:00,356076,D3
100112,2005-04-22 00:00:00,450780,L1
100113,2005-04-23 00:00:00,898625,D2
100114,2005-04-24 00:00:00,212634,D2
100115,2005-04-25 00:00:00,669956,D2
100116,2005-04-26 00:00:00,699922,L3
100117,2005-04-27 00:00:00,969705,D2
100118,2005-04-28 00:00:00,331348,L2
100119,2005-04-29 00:00:00,161623,L2
100120,2005-04-30 00:00:00,76586,D2
100121,2005-05-01 00:00:00,63201,D1
100122,2005-05-02 00:00:00,847388,L1
100123,2005-05-03 00:00:00,650272,L3
100124,2005-05-04 00:00:00,230408,D1
100125,2005-05-05 00:00:00,569758,D2
100126,2005-05-06 00:00:00,422081,D1
100127,2005-05-07 00:00:00,774801,L3
100128,2005-05-08 00:00:00,475270,D2
100129,2005-05-09 00:00:00,139523,L1
100130,2005-05-10 00:00:00,244867,L3
100131,2005-05-11 00:00:00,322496,L1
100132,2005-05-12 00:00:00,419512,D2
100133,2005-05-13 00:00:00,831426,D2
100134,2005-05-14 00:00:00,496004,L3
100135,2005-05-15 00:00:00,218417,D2
100136,2005-05-16 00:00:00,311619,D3
100137,2005-05-17 00:00:00,284197,D2
100138,2005-05-18 00:00:00,844106,D3
100139,2005-05-19 00:00:00,48485,D1
100140,2005-05-20 00:00:00,89566,L2
100141,2005-05-21 00:00:00,208273,L3
100142,2005-05-22 00:00:00,654924,D1
100143,2005-05-23 00:00:00,877581,D2
100144,2005-05-24 00:00:00,633737,D1
100145,2005-05-25 00:00:00,388042,D2
100146,2005-05-26 00:00:00,596091,D3
100147,2005-05-27 00:00:00,834107,D2
100148,2005-05-28 00:00:00,264873,D2
100149,2005-05-29 00:00:00,240766,D2
100150,2005-05-30 00:00:00,468892,D2
100151,2005-05-31 00:00:00,65539,D2
100152,2005-06-01 00:00:00,637070,L3
100153,2005-06-02 00:00:00,417518,L1
100154,2005-06-03 00:00:00,570105,D1
100155,2005-06-04 00:00:00,702533,D3
100156,2005-06-05 00:00:00,365264,L2
100157,2005-06-06 00:00:00,466726,D1
100158,2005-06-07 00:00:00,707217,D2
100159,2005-06-08 00:00:00,646636,D2
100160,2005-06-09 00:00:00,608347,D1
100161,2005-06-10 00:00:00,128105,L3
100162,2005-06-11 00:00:00,665262,D1
100163,2005-06-12 00:00:00,351691,D3
100164,2005-06-13 00:00:00,477916,D2
100165,2005-06-14 00:00:00,518640,L2
100166,2005-06-15 00:00:00,193781,D2
100167,2005-06-16 00:00:00,883153,L1
100168,2005-06-17 00:00:00,936041,L3
100169,2005-06-18 00:00:00,108048,D2
100170,2005-06-19 00:00:00,862506,D2
100171,2005-06-20 00:00:00,28753,D2
100172,2005-06-21 00:00:00,900672,D2
100173,2005-06-22 00:00:00,685875,L3
100174,2005-06-23 00:00:00,380726,L3
100175,2005-06-24 00:00:00,963616,L2
100176,2005-06-25 00:00:00,544113,D3
100177,2005-06-26 00:00:00,475916,D2
100178,2005-06-27 00:00:00,298157,D3
100179,2005-06-28 00:00:00,890249,L1
100180,2005-06-29 00:00:00,388457,L2
100181,2005-06-30 00:00:00,310274,L1
100182,2005-07-01 00:00:00,508286,L1
100183,2005-07-02 00:00:00,697000,L2
100184,2005-07-03 00:00:00,410480,L1
100185,2005-07-04 00:00:00,304589,D1
100186,2005-07-05 00:00:00,823600,L3
100187,2005-07-06 00:00:00,315312,L3
100188,2005-07-07 00:00:00,785944,D3
100189,2005-07-08 00:00:00,391104,D2
100190,2005-07-09 00:00:00,624173,L1
100191,2005-07-10 00:00:00,957617,L1
100192,2005-07-11 00:00:00,600675,D2
100193,2005-07-12 00:00:00,554560,D3
100194,2005-07-13 00:00:00,256779,L2
100195,2005-07-14 00:00:00,420264,D2
100196,2005-07-15 00:00:00,841488,D1
100197,2005-07-16 00:00:00,284561,D2
100198,2005-07-17 00:00:00,620993,D2
100199,2005-07-18 00:00:00,455098,L3
100200,2005-07-19 00:00:00,84797,D3
100001,2005-07-20 00:00:00,258932,D1
100002,2005-07-21 00:00:00,522976,D3
100003,2005-07-22 00:00:00,27106,L2
100004,2005-07-23 00:00:00,39241,D2
100005,2005-07-24 00:00:00,668983,D3
100006,2005-07-25 00:00:00,386213,L1
100007,2005-07-26 00:00:00,221085,D2
100008,2005-07-27 00:00:00,199790,L1
100009,2005-07-28 00:00:00,296591,D3
100010,2005-07-29 00:00:00,706127,L3
100011,2005-07-30 00:00:00,838014,L2
100012,2005-07-31 00:00:00,223360,L2
100013,2005-08-01 00:00:00,240849,D2
100014,2005-08-02 00:00:00,281880,D3
100015,2005-08-03 00:00:00,781646,D2
100016,2005-08-04 00:00:00,268791,L1
100017,2005-08-05 00:00:00,425987,D2
100018,2005-08-06 00:00:00,27159,L1
100019,2005-08-07 00:00:00,310420,L3
100020,2005-08-08 00:00:00,212815,D2
100021,2005-08-09 00:00:00,963847,L3
100022,2005-08-10 00:00:00,522027,D2
100023,2005-08-11 00:00:00,963003,D3
100024,2005-08-12 00:00:00,490561,L3
100025,2005-08-13 00:00:00,232534,L2
100026,2005-08-14 00:00:00,661466,L3
100027,2005-08-15 00:00:00,707961,D2
100028,2005-08-16 00:00:00,281308,L3
100029,2005-08-17 00:00:00,472367,D2
100030,2005-08-18 00:00:00,459376,D3
100031,2005-08-19 00:00:00,739586,D2
100032,2005-08-20 00:00:00,104816,D2
100033,2005-08-21 00:00:00,760423,L1
100034,2005-08-22 00:00:00,946250,L1
100035,2005-08-23 00:00:00,543358,D2
100036,2005-08-24 00:00:00,270981,D3
100037,2005-08-25 00:00:00,357246,L2
100038,2005-08-26 00:00:00,21972,L2
100039,2005-08-27 00:00:00,792944,D2
100040,2005-08-28 00:00:00,414749,L3
100041,2005-08-29 00:00:00,988865,D1
100042,2005-08-30 00:00:00,813875,D2
100043,2005-08-31 00:00:00,668675,D2
100044,2005-09-01 00:00:00,748248,D3
100045,2005-09-02 00:00:00,20833,D1
100046,2005-09-03 00:00:00,474467,D2
100047,2005-09-04 00:00:00,819343,L3
100048,2005-09-05 00:00:00,502660,D2
100049,2005-09-06 00:00:00,943130,D3
100050,2005-09-07 00:00:00,455563,L2
100051,2005-09-08 00:00:00,750805,D3
100052,2005-09-09 00:00:00,783377,L2
100053,2005-09-10 00:00:00,746427,L3
100054,2005-09-11 00:00:00,227845,D3
100055,2005-09-12 00:00:00,592698,D2
100056,2005-09-13 00:00:00,80202,L3
100057,2005-09-14 00:00:00,716811,L3
100058,2005-09-15 00:00:00,833549,D2
100059,2005-09-16 00:00:00,253655,L2
100060,2005-09-17 00:00:00,371617,L1
100061,2005-09-18 00:00:00,211067,D2
100062,2005-09-19 00:00:00,750831,D3
100063,2005-09-20 00:00:00,666673,L3
100064,2005-09-21 00:00:00,322293,D3
100065,2005-09-22 00:00:00,898008,D1
100066,2005-09-23 00:00:00,781533,D2
100067,2005-09-24 00:00:00,84709,D3
100068,2005-09-25 00:00:00,172595,D1
100069,2005-09-26 00:00:00,772894,D2
100070,2005-09-27 00:00:00,805725,L3
100071,2005-09-28 00:00:00,380974,D2
100072,2005-09-29 00:00:00,229412,L1
100073,2005-09-30 00:00:00,921251,D1
100074,2005-10-01 00:00:00,452210,L2
100075,2005-10-02 00:00:00,854215,D2
100076,2005-10-03 00:00:00,965380,D2
100077,2005-10-04 00:00:00,222752,D2
100078,2005-10-05 00:00:00,989977,D3
100079,2005-10-06 00:00:00,219575,L1
100080,2005-10-07 00:00:00,576531,D1
100081,2005-10-08 00:00:00,98649,D2
100082,2005-10-09 00:00:00,461695,D1
100083,2005-10-10 00:00:00,230826,D2
100084,2005-10-11 00:00:00,580819,L3
100085,2005-10-12 00:00:00,804838,D2
100086,2005-10-13 00:00:00,37269,D2
100087,2005-10-14 00:00:00,381928,L1
100088,2005-10-15 00:00:00,439935,L2
100089,2005-10-16 00:00:00,688216,D2
100090,2005-10-17 00:00:00,314470,L1
100091,2005-10-18 00:00:00,829037,L2
100092,2005-10-19 00:00:00,6854,L3
100093,2005-10-20 00:00:00,42206,D2
100094,2005-10-21 00:00:00,734828,D1
100095,2005-10-22 00:00:00,605894,L2
100096,2005-10-23 00:00:00,840856,D2
100097,2005-10-24 00:00:00,103922,L2
100098,2005-10-25 00:00:00,102881,L3
100099,2005-10-26 00:00:00,185042,D2
100100,2005-10-27 00:00:00,927707,D1
100101,2005-10-28 00:00:00,127486,L2
100102,2005-10-29 00:00:00,431364,D2
100103,2005-10-30 00:00:00,340379,L3
100104,2005-10-31 00:00:00,549058,D1
100105,2005-11-01 00:00:00,105262,L2
100106,2005-11-02 00:00:00,568032,D1
100107,2005-11-03 00:00:00,83835,D2
100108,2005-11-04 00:00:00,562913,L1
100109,2005-11-05 00:00:00,443681,L2
100110,2005-11-06 00:00:00,994363,D2
100111,2005-11-07 00:00:00,411879,D2
100112,2005-11-08 00:00:00,999422,D1
100113,2005-11-09 00:00:00,370619,D2
100114,2005-11-10 00:00:00,230941,L1
100115,2005-11-11 00:00:00,768186,D2
100116,2005-11-12 00:00:00,436476,D2
100117,2005-11-13 00:00:00,281684,D2
100118,2005-11-14 00:00:00,364880,D2
100119,2005-11-15 00:00:00,225176,D1
100120,2005-11-16 00:00:00,588870,D2
100121,2005-11-17 00:00:00,221070,L3
100122,2005-11-18 00:00:00,974767,D3
100123,2005-11-19 00:00:00,712628,L2
100124,2005-11-20 00:00:00,585875,D2
100125,2005-11-21 00:00:00,662209,L3
100126,2005-11-22 00:00:00,916787,L3
100127,2005-11-23 00:00:00,126198,D2
100128,2005-11-24 00:00:00,467151,D2
100129,2005-11-25 00:00:00,406315,D2
100130,2005-11-26 00:00:00,965778,L2
100131,2005-11-27 00:00:00,45742,D1
100132,2005-11-28 00:00:00,989625,D2
100133,2005-11-29 00:00:00,197935,L2
100134,2005-11-30 00:00:00,644881,D3
100135,2005-12-01 00:00:00,808244,L1
100136,2005-12-02 00:00:00,579970,D1
100137,2005-12-03 00:00:00,928581,L3
100138,2005-12-04 00:00:00,60799,L1
100139,2005-12-05 00:00:00,447934,D2
100140,2005-12-06 00:00:00,333863,D3
100141,2005-12-07 00:00:00,158019,D2
100142,2005-12-08 00:00:00,74969,D3
100143,2005-12-09 00:00:00,718504,L2
100144,2005-12-10 00:00:00,321883,D2
100145,2005-12-11 00:00:00,498086,D2
100146,2005-12-12 00:00:00,865909,L1
100147,2005-12-13 00:00:00,701854,D1
100148,2005-12-14 00:00:00,714135,D1
100149,2005-12-15 00:00:00,223902,D2
100150,2005-12-16 00:00:00,443111,D1
100151,2005-12-17 00:00:00,38637,L2
100152,2005-12-18 00:00:00,792107,D2
100153,2005-12-19 00:00:00,18895,D2
100154,2005-12-20 00:00:00,672773,D2
100155,2005-12-21 00:00:00,908142,D3
100156,2005-12-22 00:00:00,76183,L1
100157,2005-12-23 00:00:00,823185,L1
100158,2005-12-24 00:00:00,691779,D2
100159,2005-12-25 00:00:00,699746,D2
100160,2005-12-26 00:00:00,35312,D1
100161,2005-12-27 00:00:00,20150,L2
100162,2005-12-28 00:00:00,500927,D2
100163,2005-12-29 00:00:00,70906,D2
100164,2005-12-30 00:00:00,146440,D3
100165,2005-12-31 00:00:00,190203,L2
100166,2006-01-01 00:00:00,14989,L1
100167,2006-01-02 00:00:00,188486,D1
100168,2006-01-03 00:00:00,940282,L3
100169,2006-01-04 00:00:00,700358,D1
100170,2006-01-05 00:00:00,964286,D2
100171,2006-01-06 00:00:00,648327,L3
100172,2006-01-07 00:00:00,660865,L1
100173,2006-01-08 00:00:00,604920,L3
100174,2006-01-09 00:00:00,651490,D2
100175,2006-01-10 00:00:00,999838,D3
100119,2005-04-27 00:00:00,103516,D3
100120,2005-04-28 00:00:00,830226,L2
100121,2005-04-29 00:00:00,631102,D1
100122,2005-04-30 00:00:00,603801,D2
100123,2005-05-01 00:00:00,232215,D1
100124,2005-05-02 00:00:00,561624,L3
100125,2005-05-03 00:00:00,108686,D2
100126,2005-05-04 00:00:00,71821,D3
100127,2005-05-05 00:00:00,649854,L1
100128,2005-05-06 00:00:00,613422,D2
100129,2005-05-07 00:00:00,674335,L1
100130,2005-05-08 00:00:00,312861,D2
100131,2005-05-09 00:00:00,259034,L3
100132,2005-05-10 00:00:00,867491,D2
100133,2005-05-11 00:00:00,826688,D1
100134,2005-05-12 00:00:00,420070,D2
100135,2005-05-13 00:00:00,610654,L3
100136,2005-05-14 00:00:00,213338,D2
100137,2005-05-15 00:00:00,40406,L2
100138,2005-05-16 00:00:00,323898,D1
100139,2005-05-17 00:00:00,247154,L3
100140,2005-05-18 00:00:00,857175,D1
100141,2005-05-19 00:00:00,949641,D1
100142,2005-05-20 00:00:00,518397,L3
100143,2005-05-21 00:00:00,582868,L3
100144,2005-05-22 00:00:00,832237,D1
100145,2005-05-23 00:00:00,181871,L3
100146,2005-05-24 00:00:00,492716,D2
100147,2005-05-25 00:00:00,549749,D2
100148,2005-05-26 00:00:00,201103,L2
100149,2005-05-27 00:00:00,377967,L2
100150,2005-05-28 00:00:00,791532,D1
100151,2005-05-29 00:00:00,570036,D2
100152,2005-05-30 00:00:00,198610,L3
100153,2005-05-31 00:00:00,260873,D2
100154,2005-06-01 00:00:00,328954,L2
100155,2005-06-02 00:00:00,755774,D2
100156,2005-06-03 00:00:00,859634,D2
100157,2005-06-04 00:00:00,247146,L2
100158,2005-06-05 00:00:00,743416,D2
100159,2005-06-06 00:00:00,361629,L3
100160,2005-06-07 00:00:00,758140,L2
100161,2005-06-08 00:00:00,969916,D1
100162,2005-06-09 00:00:00,648998,D1
100163,2005-06-10 00:00:00,782725,L2
100164,2005-06-11 00:00:00,910320,D2
100165,2005-06-12 00:00:00,377889,D2
100166,2005-06-13 00:00:00,270052,D2
100167,2005-06-14 00:00:00,364747,L3
100168,2005-06-15 00:00:00,860009,D3
100169,2005-06-16 00:00:00,949319,L2
100170,2005-06-17 00:00:00,687336,D2
100171,2005-06-18 00:00:00,384553,L1
100172,2005-06-19 00:00:00,454291,D2
100173,2005-06-20 00:00:00,809722,L3
100174,2005-06-21 00:00:00,915234,L2
100175,2005-06-22 00:00:00,296531,L1
100176,2005-06-23 00:00:00,390625,D2
100177,2005-06-24 00:00:00,401987,D2
100178,2005-06-25 00:00:00,418518,D3
100179,2005-06-26 00:00:00,346021,D1
100180,2005-06-27 00:00:00,273855,D2
100181,2005-06-28 00:00:00,572289,D2
100182,2005-06-29 00:00:00,106036,D3
100183,2005-06-30 00:00:00,843324,D2
100184,2005-07-01 00:00:00,358124,D2
100185,2005-07-02 00:00:00,589735,D2
100186,2005-07-03 00:00:00,629209,D2
100187,2005-07-04 00:00:00,819495,L1
100188,2005-07-05 00:00:00,160869,D2
100189,2005-07-06 00:00:00,352307,D2
100190,2005-07-07 00:00:00,223267,L2
100191,2005-07-08 00:00:00,860904,D2
100192,2005-07-09 00:00:00,388850,D3
100193,2005-07-10 00:00:00,360611,D2
100194,2005-07-11 00:00:00,844383,L3
100195,2005-07-12 00:00:00,367307,D1
100196,2005-07-13 00:00:00,899284,D3
100197,2005-07-14 00:00:00,56090,D1
100198,2005-07-15 00:00:00,222116,L2
100199,2005-07-16 00:00:00,949084,D2
100200,2005-07-17 00:00:00,393971,L2
100001,2005-07-18 00:00:00,970861,L3
100002,2005-07-19 00:00:00,622198,D1
100003,2005-07-20 00:00:00,630097,L2
100004,2005-07-21 00:00:00,45672,D2
100005,2005-07-22 00:00:00,490110,D1
100006,2005-07-23 00:00:00,316188,D2
100007,2005-07-24 00:00:00,692101,D2
100008,2005-07-25 00:00:00,48896,L3
100009,2005-07-26 00:00:00,872574,D2
100010,2005-07-27 00:00:00,642032,D2
100011,2005-07-28 00:00:00,161035,D1
100012,2005-07-29 00:00:00,305745,L1
100013,2005-07-30 00:00:00,407727,D2
100014,2005-07-31 00:00:00,800416,D2
100015,2005-08-01 00:00:00,681501,D3
100016,2005-08-02 00:00:00,856187,D2
100017,2005-08-03 00:00:00,221978,D2
100018,2005-08-04 00:00:00,631995,D3
100019,2005-08-05 00:00:00,709240,D2
100020,2005-08-06 00:00:00,397974,D2
100021,2005-08-07 00:00:00,65433,L2
100022,2005-08-08 00:00:00,762196,L2
100023,2005-08-09 00:00:00,783235,L3
100024,2005-08-10 00:00:00,187942,D1
100025,2005-08-11 00:00:00,665802,L1
100026,2005-08-12 00:00:00,995445,D1
100027,2005-08-13 00:00:00,563033,D1
100028,2005-08-14 00:00:00,897234,L1
100029,2005-08-15 00:00:00,40705,L2
100030,2005-08-16 00:00:00,594175,D2
100031,2005-08-17 00:00:00,971405,L2
100032,2005-08-18 00:00:00,573501,L3
100033,2005-08-19 00:00:00,463488,L1
100034,2005-08-20 00:00:00,275097,D2
100035,2005-08-21 00:00:00,76779,D2
100036,2005-08-22 00:00:00,771846,D2
100037,2005-08-23 00:00:00,175230,D2
100038,2005-08-24 00:00:00,296346,L2
100039,2005-08-25 00:00:00,118637,L3
100040,2005-08-26 00:00:00,583386,D2
100041,2005-08-27 00:00:00,207869,L2
100042,2005-08-28 00:00:00,952574,D2
100043,2005-08-29 00:00:00,629274,D1
100044,2005-08-30 00:00:00,267048,D1
100045,2005-08-31 00:00:00,593373,D2
100046,2005-09-01 00:00:00,466466,D3
100047,2005-09-02 00:00:00,364665,D2
100048,2005-09-03 00:00:00,551506,D2
100049,2005-09-04 00:00:00,836981,L2
100050,2005-09-05 00:00:00,24484,D1
100051,2005-09-06 00:00:00,71534,D2
100052,2005-09-07 00:00:00,699936,D2
100053,2005-09-08 00:00:00,615117,D2
100054,2005-09-09 00:00:00,537720,L1
100055,2005-09-10 00:00:00,160900,D1
100056,2005-09-11 00:00:00,334070,D2
100057,2005-09-12 00:00:00,173545,L2
100058,2005-09-13 00:00:00,471367,D3
100059,2005-09-14 00:00:00,206174,L3
100060,2005-09-15 00:00:00,848356,L2
100061,2005-09-16 00:00:00,208337,L2
100062,2005-09-17 00:00:00,184032,D3
100063,2005-09-18 00:00:00,680358,L1
100064,2005-09-19 00:00:00,359529,D2
100065,2005-09-20 00:00:00,320708,L1
100066,2005-09-21 00:00:00,287635,L1
100067,2005-09-22 00:00:00,38575,L1
100068,2005-09-23 00:00:00,661840,D1
100069,2005-09-24 00:00:00,385705,D2
100070,2005-09-25 00:00:00,486214,L2
100071,2005-09-26 00:00:00,407355,D2
100072,2005-09-27 00:00:00,505505,D3
100073,2005-09-28 00:00:00,163516,D3
100074,2005-09-29 00:00:00,182461,L3
100075,2005-09-30 00:00:00,24255,D2
100076,2005-10-01 00:00:00,718812,D2
100077,2005-10-02 00:00:00,665393,L3
100078,2005-10-03 00:00:00,379153,D3
100079,2005-10-04 00:00:00,48774,D1
100080,2005-10-05 00:00:00,87273,L3
100081,2005-10-06 00:00:00,829757,D2
100082,2005-10-07 00:00:00,819632,D1
100083,2005-10-08 00:00:00,407750,D2
100084,2005-10-09 00:00:00,212429,L3
100085,2005-10-10 00:00:00,386903,D2
100086,2005-10-11 00:00:00,92412,D1
100087,2005-10-12 00:00:00,268443,D2
100088,2005-10-13 00:00:00,729144,L1
100089,2005-10-14 00:00:00,473559,D2
100090,2005-10-15 00:00:00,266992,D3
100091,2005-10-16 00:00:00,819105,L2
100092,2005-10-17 00:00:00,961098,D3
100093,2005-10-18 00:00:00,562568,L2
100094,2005-10-19 00:00:00,5361,L1
100095,2005-10-20 00:00:00,915527,D2
100096,2005-10-21 00:00:00,48474,L1
100097,2005-10-22 00:00:00,808313,D3
100098,2005-10-23 00:00:00,935395,D2
100099,2005-10-24 00:00:00,272130,L3
100100,2005-10-25 00:00:00,302925,D2
100101,2005-10-26 00:00:00,411875,D2
100102,2005-10-27 00:00:00,87945,D2
100103,2005-10-28 00:00:00,553361,D3
100104,2005-10-29 00:00:00,35855,D3
100105,2005-10-30 00:00:00,593492,D3
100106,2005-10-31 00:00:00,927897,L1
100107,2005-11-01 00:00:00,597840,L1
100108,2005-11-02 00:00:00,367252,L3
100109,2005-11-03 00:00:00,633625,D1
100110,2005-11-04 00:00:00,17489,L2
100111,2005-11-05 00:00:00,554437,L2
100112,2005-11-06 00:00:00,612416,L1
100113,2005-11-07 00:00:00,793406,L2
100114,2005-11-08 00:00:00,426525,L3
100115,2005-11-09 00:00:00,488239,L3
100116,2005-11-10 00:00:00,473824,L3
100117,2005-11-11 00:00:00,668323,D1
100118,2005-11-12 00:00:00,68329,D3
100119,2005-11-13 00:00:00,636473,D2
100120,2005-11-14 00:00:00,41166,D3
100121,2005-11-15 00:00:00,831237,D2
100122,2005-11-16 00:00:00,436659,D2
100123,2005-11-17 00:00:00,349568,D2
100124,2005-11-18 00:00:00,261534,L2
100125,2005-11-19 00:00:00,206386,D1
100126,2005-11-20 00:00:00,677563,D2
100127,2005-11-21 00:00:00,214602,L2
100128,2005-11-22 00:00:00,686264,D2
100129,2005-11-23 00:00:00,124406,D2
100130,2005-11-24 00:00:00,756784,L2
100131,2005-11-25 00:00:00,579748,L3
100132,2005-11-26 00:00:00,955354,D1
100133,2005-11-27 00:00:00,306637,D1
100134,2005-11-28 00:00:00,60775,D3
100135,2005-11-29 00:00:00,502549,L1
100136,2005-11-30 00:00:00,133018,D3
100137,2005-12-01 00:00:00,346249,D2
100138,2005-12-02 00:00:00,196955,L3
100139,2005-12-03 00:00:00,571163,L3
100140,2005-12-04 00:00:00,427152,L3
100141,2005-12-05 00:00:00,199598,L3
100142,2005-12-06 00:00:00,197111,D3
100143,2005-12-07 00:00:00,247129,D2
100144,2005-12-08 00:00:00,351838,L2
100145,2005-12-09 00:00:00,616600,L1
100146,2005-12-10 00:00:00,461934,L1
100147,2005-12-11 00:00:00,217127,L3
100148,2005-12-12 00:00:00,851988,L2
100149,2005-12-13 00:00:00,960753,D1
100150,2005-12-14 00:00:00,915530,D3
100151,2005-12-15 00:00:00,615715,D3
100152,2005-12-16 00:00:00,87923,L2
100153,2005-12-17 00:00:00,331151,D2
100154,2005-12-18 00:00:00,619006,L3
100155,2005-12-19 00:00:00,69428,D2
